DATASET_YR	REPRJ_ID	INUN_ID	CURRENCY_CODE	AP_RECD_1ST_N	AP_ADMT_1ST_N	EN_1ST_N	AP_RECD_1ST_MEN_N	AP_RECD_1ST_WMN_N	AP_ADMT_1ST_MEN_N	AP_ADMT_1ST_WMN_N	EN_1ST_FT_MEN_N	EN_1ST_FT_WMN_N	EN_1ST_PT_MEN_N	EN_1ST_PT_WMN_N	AD_WAIT	AP_RECD_WAIT_N	AP_ACPT_WAIT_N	AP_ADMT_WAIT_N	EN_WAIT_N	AD_OPEN	AD_OPEN_T	AD_PREF	AD_PREF_T	AD_EAD	AD_INTL_BACH	AD_EACT	AD_EDEC	AD_DEFER	AD_HS_REQ_ALL	AD_HS_REQ_SOME	AD_HS_REQ_SOME_T	AP_DL_FRSH_MON	AP_DL_FRSH_DAY	AP_DL_FRSH_I	AP_NOTF_DL_FRSH_MON	AP_NOTF_DL_FRSH_DAY	AP_NOTF_DL_FRSH_I	AP_DL_NRES_MON	AP_DL_NRES_DAY	AP_DL_NRES_I	AP_DL_EDEC_2_MON	AP_DL_EDEC_2_DAY	AP_DL_EDEC_2_I	AP_NOTF_DL_EDEC_2_MON	AP_NOTF_DL_EDEC_2_DAY	AP_NOTF_DL_EDEC_2_I	AP_REPLY_DL_FRSH_MON	AP_REPLY_DL_FRSH_DAY	AP_REPLY_DL_FRSH_T	AP_REPLY_DL_NRES_MON	AP_REPLY_DL_NRES_DAY	AP_REPLY_DL_NRES_T	AP_REPLY_DL_EDEC_1_MON	AP_REPLY_DL_EDEC_1_DAY	AP_REPLY_DL_EDEC_1_T	AP_REPLY_DL_EDEC_2_MON	AP_REPLY_DL_EDEC_2_DAY	AP_REPLY_DL_EDEC_2_T	AP_REPLY_DL_EACT_MON	AP_REPLY_DL_EACT_DAY	AP_REPLY_DL_EACT_T	AP_REPLY_DL_TFER_MON	AP_REPLY_DL_TFER_DAY	AP_REPLY_DL_TFER_T	AP_NOTF_DL_NRES_MON	AP_NOTF_DL_NRES_DAY	AP_NOTF_DL_NRES_I	AP_DL_EDEC_1_MON	AP_DL_EDEC_1_DAY	AP_DL_EDEC_1_I	AP_DL_TFER_MON	AP_DL_TFER_DAY	AP_DL_TFER_I	AP_NOTF_DL_EDEC_1_MON	AP_NOTF_DL_EDEC_1_DAY	AP_NOTF_DL_EDEC_1_I	AP_DL_EACT_MON	AP_DL_EACT_DAY	AP_DL_EACT_I	AP_NOTF_DL_EACT_MON	AP_NOTF_DL_EACT_DAY	AP_NOTF_DL_EACT_I	AP_NOTF_DL_TFER_MON	AP_NOTF_DL_TFER_DAY	AP_NOTF_DL_TFER_I	AP_FEE_RES_D	AP_FEE_NRES_D	AP_FEE_INTL_D	AP_RECD_EDEC_N	AP_ADMT_EDEC_N	AP_RECD_EACT_N	AP_ADMT_EACT_N	EN_EACT_N	AP_COMMON	AP_ELECTRONIC	AD_VIDEO	AD_VIEWBOOK	AD_DIFF_ALL	AD_DIFF_NRES	AD_DIFF_TFER	AD_DIFF_GRP	AD_DIFF_GRP_T	AD_INTL	AD_INTL_TFER	AP_RECD_INTL_N	AP_ADMT_INTL_N	EN_INTL_N	AP_DL_INTL_DAY	AP_DL_INTL_MON	AP_DL_INTL_I	AD_INTL_FALL	AD_INTL_SPRI	AD_INTL_SUMM	AD_INTL_WINT	AD_TOEFL_SCORE	AD_TOEFL_SCORE_ESL	AD_ELS_LVL	AD_TFER_FALL	AD_TFER_WINT	AD_TFER_SPRI	AD_TFER_SUMM	EN_1ST_FT_N	EN_1ST_PT_N	AD_TOEFL_CMPTR_SCORE	AD_TOEFL_CMPTR_SCORE_ESL	AD_TFER_GRADE	AD_TFER_CRDT_2_N	AD_TFER_CRDT_4_N	AD_TFER_CRDT_4_UNIT	AD_TFER_CRDT_2_UNIT	AD_INTL_PREV	AP_RECD_INTL_PREV_N	AP_ADMT_INTL_PREV_N	EN_INTL_PREV_N	AD_INTL_TFER_FA	AD_TOEFL_WAIV	AP_DL_TFER_WINT_MON	AP_DL_TFER_WINT_DAY	AP_DL_TFER_WINT_I	AP_DL_TFER_SPRI_MON	AP_DL_TFER_SPRI_DAY	AP_DL_TFER_SPRI_I	AP_DL_TFER_SUMM_MON	AP_DL_TFER_SUMM_DAY	AP_DL_TFER_SUMM_I	AP_NOTF_DL_TFER_WINT_MON	AP_NOTF_DL_TFER_WINT_DAY	AP_NOTF_DL_TFER_WINT_I	AP_NOTF_DL_TFER_SPRI_MON	AP_NOTF_DL_TFER_SPRI_DAY	AP_NOTF_DL_TFER_SPRI_I	AP_NOTF_DL_TFER_SUMM_MON	AP_NOTF_DL_TFER_SUMM_DAY	AP_NOTF_DL_TFER_SUMM_I	AP_SAT1_ACT_DL_MON	AP_SAT1_ACT_DL_DAY	AP_SAT2_DL_MON	AP_SAT2_DL_DAY	AD_TFER_CLEP_SUBJECT	AD_TFER_CLEP_GEN	AD_TFER_CRDT_DANTES	AD_TFER_CRDT_LEARN	AD_TFER_CRDT_ACPT_YR	AD_TFER_CRDT_ANY_YR	AD_TFER_CRDT_MILITARY	AD_TFER_CRDT_ACE	AD_TFER_CRDT_EXCELSIOR	AD_TFER_CRDT
2018	12	6496			841				276	565					N							N		Y	Y			Y	GED					C			C																																				C										9	1	C										Y	Y	Y	MOD		MOD																		X		X	X																																															Y
2018	12	6498	USD	2737	1844		906	1831	608	1236					N					N		N		N	N	N	N	N	GED					C			C																																				C												C	0.00									Y	Y	Y	MIN		MIN																		X	X	X	X																																						X	X	X	X		X		Y		Y
2018	12	6500	USD	5018											N					Y	except for international applicants or allied health programs	N			N	N	N	Y	GED			8	30	C			C																																																C	0.00									Y	N	Y	NONC		NONC	MOD	international students, allied health programs																X	X	X	X																																						X					X				Y
2018	12	6501	USD	17509	14168		6730	10779	5231	8937					N					N		N		N	N	N	N	N	GED			5	1		5	1																																			7	24													C	30.00									Y	N	N	MOD		MOD																		X	X	X	X																																						X		X			X		Y		
2018	12	6502	USD	820	760		376	444	345	415					N					N		N		N		N	N	N	GED			8	15		9	15																																			8	15											9	15	C	0.00									Y	N	Y	MIN		MIN																		X																																									X	X	X	X		X		Y		Y
2018	12	6503	USD												N					Y		N		N	Y	N	N	N	GED					C			C																																				C												C	30.00									Y	N	N	NONC		NONC																																																											X		X	X	10			Y	X	Y
2018	12	6506	USD												N					Y		N		Y		N	N	N	GED					C			C																																		9	1													C	0.00									Y	N	N	NONC		NONC																		X	X	X	X																																						X									Y
2018	12	6507	USD		936				452	484					N					Y		N		Y		N	N	Y	GED			8	31				C																																																C	0.00									Y	N	N	NONC		NONC																		X	X	X	X																																							X				X				Y
2018	12	6509	USD												N					Y	except for nursing, emergency medical technology, radiological technology programs	N		N		N	N	N	GED	NON	students with baccalaureate degrees			C	9	1	C																																				C										9	1	C	20.00									N	N	N	NONC		NONC	MOD	nursing, emergency medical technology, radiological technology programs																																																																		
2018	12	6510	USD												N							N		N	N	N	N	N	GED			8	1		8	15																																			8	1											8	15	C	30.00									Y	N	N	MIN		MIN																		X		X																																							X									Y
2018	12	6512	USD												N					Y	except for allied health, outdoor leadership programs	Y	state residents	N		N	N	N	GED					C																																							C													0.00									Y	N	N	NONC		NONC	MIN	nursing program																																																									X									
2018	12	6513	USD	677	554		284	393							N					N		N		N	Y	Y	N	Y	GED					C	9	1	C																																				C						C	12	14	C	9	1	C	0.00					0	0			Y	Y	Y	MOD		MOD																		X		X																																			9	1	4	1	X	X		X		X		Y		Y
2018	12	6514	USD												N					Y	except for nursing, physical therapy, and occupational therapy programs	N		Y		N	N	Y	GED	REQ	nursing, physical therapy, and occupational therapy programs			C			C																																				C												C	0.00									Y	Y		NONC		NONC																		X	X	X	X																																															Y
2018	12	6515	USD	2192	892		1066	1126	464	428					N					N		N		Y	Y		N	Y	GED					C			C																																				C												C	0.00									Y	N	N	MIN		MIN																		X		X	X																																						X		X	X		X		Y		Y
2018	12	6516		1287	852		864	423	568	284					N					N		N		Y	Y	N	N	Y	GED					C			C																																				C												C										Y	Y	N	MOD		MOD																		X	X	X	X																																		8	1	8	1	X	X				X		N		Y
2018	12	6517	USD	4922	4911		2094	2828	2089	2822					N					Y	Except for allied health, nursing programs	N		Y	Y	N	N	Y	GED					C	8	18	C																																				C										8	18	C	0.00									Y	Y		NONC		NONC	MOD	Allied health, nursing programs																X		X	X																																						X					X		N		Y
2018	12	6520	USD												N					Y	selective admission to some programs	N		Y	N	N	N	N	NON																																																									25.00												NONC		NONC																		X		X	X																																															
2018	12	6521	USD	5850	1689		2773	3077	721	968					Y	1126	534	12		N		N		Y	Y	N	Y	Y	GED			1	15		4	1					1	1		2	1																							11	15		4	1		12	15								5	20		0.00			322	197					Y	N	N	VERY		VERY																		X		X																																			1	15								X		N		Y
2018	12	6523	USD																	Y		N		Y		N	N	N	NON	GED	applicants under 18	8	12		8	12	C																																		8	12											8	12	C	0.00									N	N	N	NONC		NONC																																																																				
2018	12	6530	USD	1783	1424		961	822	712	712					Y	114	24	15		N		Y	Legacy applicants	Y	Y	N	Y	Y	GED	NON	home-schooled applicants	1	20		2	20					12	1		1	15																							11	1		8	15		12	15										C	50.00			349	295					Y	Y	Y	MOD		MOD																		X	X	X	X																																		1	20			X					X		Y		Y
2018	12	6532	USD	289	289		118	171	118	171					N					Y		N		Y		N	N	N	GED					C			C																																																	0.00									N	Y	Y	NONC																				X		X	X																																						X		X		8			Y		Y
2018	12	6533	USD	1865	1692		879	986	779	913					N					N		Y	Quakers	Y	Y	Y	Y	Y	GED					C			C																															11	1				C	11	15		12	1		12	15				C	0.00			18	16					Y	N	Y	MOD		MOD	MOST	honors program																X		X	X																																		3	1			X	X		X		X		N		Y
2018	12	6534	USD	6620	6620		3104	3516	3104	3516					N					Y	except for health-related, aviation maintenance programs, automotive systems, and CCPI	N		Y	Y	N	N	Y	GED	NON	Career and College Promise: Dual- Enrollment program for High School students. A diploma is not required however, entry standards apply			C			C																																				C												C	0.00									Y	N	N	NONC		NONC	MOD	health-related, aviation maintenance programs																X		X	X																																						X					X				Y
2018	12	6535	USD												N					Y		N		Y	N	N	N	N	GED					C																																							C													25.00									N	N	Y	NONC		NONC																																																											X		X	X				Y		
2018	12	6536	USD												N					Y		N		Y	Y	N	N	Y	GED					C			C																																				C													20.00									Y	N	N	NONC		NONC																		X		X	X																																						X		X			X		N	X	Y
2018	12	6537	USD		232				95	137					N					Y		N		N		N	N	N	GED					C																																																				50.00									Y	N	N	NONC		NONC																		X	X	X	X																																											X		N		Y
2018	12	6538	USD	4834	3279		1997	2837	1257	2022					N					N		N		Y	Y	Y	N	Y	GED			4	1				C																																				C						C			C			C	0.00					1805	1558			Y	Y	N	VERY		VERY																		X	X	X																																			5	1								X		N		
2018	12	6539	USD												N					Y	selective admission to some programs	N		Y	N	N	N	N	NON																																																									25.00									Y	Y		NONC		NONC																		X		X	X																																															Y
2018	12	6540	USD	1043	978		225	818	215	763					Y	0	0	0		N		N		N	N	N	N	Y	GED					C			C																																		8	20	C												C	0.00									Y	N	N	MOD		MOD	VERY	nursing program																X	X	X	X																																		8	20			X			X	10			N		Y
2018	12	6542																											GED																																																																																																																																											
2018	12	6543	USD												N					Y	except for nursing (RN), radiography, paramedic emergency services (EMT), practical nursing (LPN), and dental hygiene programs	N				N	N	Y	NON	GED	students receiving financial aid			C			C																																				C												C	0.00									Y	Y	Y	NONC		NONC	MOD	nursing, radiography, practical nursing, dental hygiene, paramedic emergency services programs																X		X	X																																						X	X	X	X						Y
2018	12	6545		640	640		273	367	273	367										Y									GED					C			C			C																											C						C												C																																	X	X	X	X																																															Y
2018	12	6546																											GED																																																																																																																																											
2018	12	6547	USD	5678	1375		2590	3088	634	741					Y	1299	629	33		N		N		N	Y	N	Y	Y	GED			1	1		4	1					1	1		2	15																							11	15		4	1		12	15								5	15		60.00			620	252					Y	Y	Y	VERY		MOST	MOST	international students needing financial aid																X		X																																			2	1	2	1						X		N		Y
2018	12	6549	USD	4252	2989		1534	2718	1038	1951					Y					N		N		Y	Y	Y	Y	Y	GED					C			C																															11	1				C	11	15		12	1							C	0.00			31	27					Y	N	Y	MOD		MOD																		X		X																																			6	30	6	30	X	X	X			X		Y		Y
2018	12	6550	USD	3573	1967		3573	0	1967	0					N					N		N		Y	Y	Y	Y	N	GED			3	1		4	15																																11	1		7	1		12	1		1	15		2	15		7	31		30.00			226	74	2566	1545			Y	N	Y	MOD		MOD																		X		X																																			3	1	3	1						X		N		Y
2018	12	6551	USD	2305	1448		847	1458	494	954					Y	153	61	56		N		N		Y	Y	Y	Y	Y	GED			1	15		4	1					1	1		2	1																							11	15		3	15		12	15		12	1		2	1		4	15		0.00			116	90					Y	Y	N	MOD		MOD																		X		X																																					2	1								N		Y
2018	12	6552	USD	12130	4391		3822	8308	922	3469					N					N		N		Y	Y	Y	N	Y	GED			3	1																																												11	1		12	15					35.00									Y	Y	Y	MOD		MOD																		X		X																																			6	15			X			X		X				Y
2018	12	6553	USD												N					Y		N		Y		N	N	Y	GED					C	9	10	C	8	10																										9	10							C												C	25.00									Y	N	Y	MIN		MIN	MOD	international students																X		X	X																																		9	10	9	10	X	X	X			X		Y		Y
2018	12	6554	USD	3696	2119		1564	2132	815	1304					Y	0	0	0		N		N		Y	Y	Y	N	Y	REQ					C	9	1	C																																				C				12	1		12	20				C	0.00					2603	1486			Y	Y	Y	MOD		MOD																		X	X																																				4	30								X		N		Y
2018	12	6555	USD	485	314		78	407	59	255					N					N		N		N	Y	N	N	Y	GED					C			C																																				C												C	50.00									Y	N	N	MIN		MIN	MOD	veterinary technology, most allied health programs including nursing, dental hygiene, radiologic technology																X		X	X																																						X	X			5			Y		
2018	12	6558	USD	2023	1461		888	1135	642	819					N					N		N		Y	Y	Y	N	Y	GED					C			C																																				C												C	50.00									Y	Y	Y	MOD		MOD	MOST	honors program																X		X	X																																		7	1			X	X	X			X		Y		Y
2018	12	6559	USD	1673	1368		780	893	643	725					N					N		N		N	Y	N	N	Y	GED					C			C																																				C												C	0.00									Y	N	Y	MOD		MIN																		X		X	X																																		8	15			X					X		N		Y
2018	12	6560	USD	1191	1191		587	604	587	604					N					Y	except for nursing program				Y	N	N		NON					C			C																																				C												C	0.00									Y	N	N	NONC		NONC	MOD	nursing program																X	X	X	X																																						X	X		X		X		Y		Y
2018	12	6563	USD	12739	12737		4979	7760	4978	7759					N					Y	except for allied health and chef's apprenticeship programs	N		Y			N	Y	NON	GED	allied health programs																																																							0.00									Y	Y	N	NONC		NONC	MOD	allied health, chef's apprenticeship, RN and LPN nursing programs																X	X	X	X																																						X					X		Y		Y
2018	12	6564	USD	4414	1749		1457	2957	525	1224					N							N		Y		N	N	Y	GED								C																																				C												C	20.00									Y	Y	Y	NONC		NONC																		X		X	X																																															Y
2018	12	6570	USD																	Y	except for allied health programs	N		Y			N	Y	GED					C			C																																				C												C	0.00										N		NONC			MOD	allied health programs																																																																		
2018	12	6571	USD	3019	2674		1168	1851	984	1690					Y	0				N		N		Y	Y	N	Y	Y	GED					C			C									C																						11	1		8	1		12	1								8	15	C	0.00			26	14					Y	Y	Y	MOD		MOD																		X		X																																			5	1			X					X				Y
2018	12	6573	USD	39506	2037		19782	19724	1033	1004					Y					N		N		Y	Y	Y	N	Y	NON			1	1		4	1																																			3	1											6	15		75.00					6472	922			Y	Y	Y	MOST																				X																																					3	6	2	23										
2018	12	6575	USD	4078	629		2828	1250	284	345					Y	510	361	63		N		N		Y	N	N	Y	Y	NON			1	5		4	1					1	5		2	15																							11	15		4	1		12	15								5	15		70.00			504	81					Y	Y	Y	MOST		MOST																		X																																					2	15	2	15								N		Y
2018	12	6576	USD	544			291	253							Y					N		Y	applicants with at least one-fourth Native American ancestry or tribal membership	N		N	N	N	GED			7	30				C																																		7	30													C	10.00									Y	N		MIN																																																													X					X		N		
2018	12	6577	USD	1688	1201		849	839	602	599					N					N		N		N	Y	N	N	N	GED			8	1				C																																		8	1													C	0.00									Y	Y	Y	MOD		MOD																		X	X	X	X																																		8	1	8	1	X	X	X			X		Y		Y
2018	12	6578	USD	4408	884		1989	2419	390	494					Y	1152	483	37		N				Y	Y	N	Y	Y	GED			1	15		4	1					1	1		2	15																							11	15		3	31		12	15								5	15		65.00			419	176					Y	Y	Y	MOST		MOST																		X																																					2	1	2	1										Y
2018	12	6580	USD	6551	4892		1784	4767	1273	3619										N		N		N	Y	Y	N	Y	GED					C																																							C												C	50.00									Y	Y	Y	MOD		MOD																		X	X	X	X																																		8	27	8	27	X	X	X			X		Y		Y
2018	12	6581	USD	1667	1540		834	833	775	765					Y					Y		N		N		N	N	Y	GED					C			C																																				C												C	0.00									Y	Y	N	NONC	MIN	NONC	MOD	nursing, dental hygiene, medical laboratory technology programs																X		X	X																																						X	X	X			X		Y		Y
2018	12	6582	USD												Y					Y	except for nursing, some technical programs	N		N		N	N	N	GED					C																																							C													0.00									Y	Y	N	NONC		NONC	MOD	nursing, some technical programs																																																																		
2018	12	6583	USD												N					Y	for state residents			Y		N	N		GED					C			C																																				C												C	0.00												NONC	MOD		MOD	allied health, nursing, physical therapy, radiology, practical nursing programs																X		X	X																																															
2018	12	6599	USD		1051				421	630					N					Y	except for nursing program, network administration program					N	N		GED					C			C																																				C													0.00									Y	N	Y	NONC		NONC	MOD	nursing program, network administration program																																																																		
2018	12	6600	USD												N					Y	except for allied health programs	N				N	N	N	GED					C			C																																				C												C	0.00									Y	Y	Y	NONC		NONC																		X		X	X																																						X	X								Y
2018	12	6604	USD	331			25	306												N								N	GED			8	15																																																					75.00									N	Y	N	MOD																																																																						
2018	12	6612	USD	1721	1309										N					N		N		N	Y		N	Y	GED					C			C																																		8	15											8	15		0.00									Y	Y	Y	MOD		MOD																		X		X	X																																		6	1	6	1	X			X				Y		Y
2018	12	6613	USD	669	582										N					Y		N		Y	Y	N	N	Y	GED					C																																							C													30.00									Y	N	Y	NONC		NONC																		X		X	X																																						X	X			15			Y	X	Y
2018	12	6614	USD	0	0		0	0	0	0					Y							N		N		N	N	Y	GED					C																																							C													110.00									N	N	N	MOD		MOD																		X		X																																							X				5			N		Y
2018	12	6615	USD	68	44		35	33	25	19					N					N		N		N	N	Y	N	Y	GED					C			C																																				C				12	1							C	50.00									Y	N	N	MIN		MIN																		X		X																																			8	1			X	X			7			Y		Y
2018	12	6617													N					Y				N		N	N	N	GED			9	1																																						9	1																							N	N	N	NONC		NONC																																																																				
2018	12	6618													N					Y		N		Y		N	N	N	GED					C			C																																				C												C										Y	Y	N	NONC		NONC																		X	X	X	X																																						X									Y
2018	12	6619	USD	4072	2692		1635	2437	1085	1607					N					N		N		N	N	N	N	Y	GED			7	15				C																																				C												C	0.00									Y	N	N	MOD		MOD																		X		X	X																																						X							N		Y
2018	12	6620	USD				656	809	524	645					Y					N		N		N	Y	Y	N	N	GED			6	1				C																																								11	15		12	15	C				40.00									Y	N	Y	VERY		VERY																		X		X																																			6	1	6	1	X					X		N		Y
2018	12	6622	USD	1987	1987		1266	721	1266	721					N					Y		N		N	Y	N	N	N	GED					C			C																																				C												C	0.00									Y	Y	Y	NONC		NONC																		X		X	X																																						X		X	X	5					Y
2018	12	6623	USD																	Y	except for nursing, allied health, honors programs	N		Y		N	N	Y	GED					C			C																																				C												C	30.00									N	N	N	NONC		NONC	MIN	nursing, allied health, honors programs																																																																		
2018	12	6625	CAD	24	24		14	10	14	10					N					Y		N			Y	N	N	Y	GED			9	1	C			C																																		9	1														50.00									N	N	N	NONC		NONC																		X	X	X	X																																											X				Y
2018	12	6626	USD	10	10		6	4	6	4					N					Y		N		N	Y	N	N	N	GED					C																																							C													35.00									Y	N	N	MIN		MIN																		X		X	X																																						X					X		N		Y
2018	12	6627																																																																																																																																																																						
2018	12	6628																											GED																																																																																																																																											
2018	12	6630	USD	562	312		256	306	150	162					N					Y	except for nursing programs	N		Y		N	N	Y	GED					C																																							C													0.00									Y	N	N	NONC			MOD	nursing program																X		X	X																																													N		Y
2018	12	6631	USD																	Y	except for nursing, law enforcement programs	N		Y		N	N	Y	GED					C			C																																				C												C	20.00									N	N	N	NONC	MIN	MIN	MOD	nursing, law enforcement programs																																																																		
2018	12	6632	USD	655	655		370	285	370	285					N					Y	nursing			Y	Y			Y	GED					C																																							C													0.00									Y	Y	N	NONC		NONC	MOD	nursing, medical assistance programs																X		X	X																																						X		X			X		Y		Y
2018	12	6633	USD																	Y	for state residents	Y	state residents	Y		N	N	N	GED			8	20				C																																		8	20													C	0.00												MIN	MOD	MOD																																																																				
2018	12	6635	USD	4445	4445										N					Y		N				N	N		NON	GED	nursing, polysomnography and respiratory care			C																																							C													26.00									Y	N	N	NONC		NONC	MOD	nursing, polysomnography and respiratory care programs																X	X	X	X																																															Y
2018	12	6636	USD	8936	7208		3626	5310	2810	4398					Y	287	287	149		N		N		N	Y	Y	Y	Y	GED			3	15	C			C				2	1				C																						11	1		7	1	C	11	27		11	15		12	15				C	50.00			462	375	5718	5083			Y	Y	Y	MOD		MOD																		X		X																																			8	15								X				Y
2018	12	6637	USD	968	785		406	562	325	460					N					N		N		N	Y	N	N	Y	GED					C			C																																				C												C	25.00									Y	N	Y	MIN		MIN																		X		X	X																																						X		X			X		Y		Y
2018	12	6639	USD												N					Y				Y		N	N		NON					C																																							C													0.00									Y																							X	X	X	X																																						X					X		Y		Y
2018	12	6640	USD												N					Y	except for limited capacity allied health programs	N		Y	Y	N	N	N	GED					C																																							C													0.00									Y	N	N	NONC		NONC																		X	X	X	X																																						X	X	X	X				Y	X	Y
2018	12	6641	USD	2080	863		1060	1020	430	433					Y	144	27	1		N		N		Y	Y	N	Y	N	GED			4	1				C																															11	1		4	1		12	1										C	35.00			233	100					Y	Y	N	VERY		VERY																		X		X	X																																		4	1	4	1	X					X		N		Y
2018	12	6642	USD												N					N		N		Y	N	N	N	Y	GED																																																									20.00									Y	N	N	NONC		NONC																		X		X	X																																						X		X			X		Y		Y
2018	12	6643	USD												N					Y						N	N		NON																																																									0.00									Y																							X		X	X																																						X			X						Y
2018	12	6644	USD	2761	1754		1779	982	1046	708					N					N		N		N	Y	N	N	Y	GED					C			C																																				C												C	25.00									Y	Y	Y	MOD																				X		X	X																																		8	1			X	X			7			Y		Y
2018	12	6645	USD	562	392		293	269	203	189					N					N		N		Y		N	N	Y	GED					C																																							C													0.00									Y	Y	N	MIN		MIN																																																																				
2018	12	6646		4409	2696		2061	2348	1196	1500					Y	504	174	29		N		N		Y	Y	N	Y	Y	GED			2	1		4	1					1	1		2	1																							11	15		7	1		12	15										C				360	320					Y	N	N	VERY		VERY																		X		X																																			2	1												Y
2018	12	6647	USD	29	29		16	13	16	13					N					Y		Y	applicants committed to Wesleyan-Armenian theological position	Y		N	N	N	GED					C	8	30	C																																				C										8	30	C	25.00									N	N	N	NONC		NONC																		X		X																																							X	X				X		N		Y
2018	12	6649	USD	2270	2270		1163	1107	1163	1107					N					Y	except for nursing program	N		N		N	N	N	GED					C			C																																				C												C	15.00									Y	Y	N	NONC		NONC	MOD	nursing program																X		X	X																																									X				Y		Y
2018	12	6650	USD	26808	17143		10657	16151	6323	10820					Y	252	54	17		N		N		Y	Y	Y	N	Y	GED					C	2	1																																									12	15		1	15				C	70.00					13696	9212			Y	Y	Y	MOD		MOD	VERY	Honors College																X		X																																							X					X		N		Y
2018	12	6651	USD	2842	1375		0	2842	0	1375					N					N		N		Y	Y	Y	Y	Y	GED					C			C																															11	1					11	15		11	15		12	1					0.00			5	5	1215	706			Y	Y	Y	MOD		MOD																		X		X																																			5	1			X	X	X			X		N		Y
2018	12	6652	USD												N					Y		N		Y		N	N	N	GED					C			C																																				C												C	0.00									N	N	N	NONC		NONC																																																																				
2018	12	6653	USD	10	10		6	4	6	4					N					Y		N		N	Y	N	N	Y	GED					C																																							C													50.00									N	N	N	NONC		NONC																		X		X	X																																						X			X		X				Y
2018	12	6654	USD	638	578		344	294	306	272					N					N		N		N	Y	N	N	Y	REQ					C			C																																				C												C	0.00									Y	N	Y	MOD		MOD																		X		X	X																																		8	15	8	15	X					X		N		Y
2018	12	6657	USD	1429	1011		398	1031	277	734					N					N		N		N	Y	N	N	Y	GED					C			C																																				C												C	25.00									Y	N	Y	MIN		MIN																		X		X	X																																		8	15	8	15	X	X	X	X	10			N		Y
2018	12	6658	USD	2713	1426		905	1808	415	1011					N					N		N		N	Y	N	N	Y	GED					C			C																																				C												C	20.00									Y	Y	Y	MOD		MOD																		X		X																																							X	X	X			X		Y		
2018	12	6659	USD	3380	2954										N					Y	except for nursing and radiological science programs	N		Y		N	N	Y	GED					C			C																																				C												C	0.00									Y	N	Y	NONC		NONC	MOST	nursing, radiological science, ophthalmic technology programs																X	X	X	X																																						X									
2018	12	6660	USD												N					N		N		N	N	N	N	Y	GED			6	1																																						6	1														40.00									Y	N	N	NONC																				X		X																																												X				Y
2018	12	6664	USD	1431	1161		591	840							N					N		N		N	Y	N	N	N	GED					C			C																																				C												C	0.00									Y	N	Y	MOD		MOD																		X		X	X																																						X		X	X		X		Y		Y
2018	12	6666	USD	3899	3291										Y	409		19		N		N		Y	Y	N	N	Y	GED					C			C																																				C												C	35.00									Y	Y	N	MOD		MOD																		X		X																																			3	31			X					X		N		Y
2018	12	6667	USD												N					Y	except for nursing program	N		N	N	N	N	Y	GED					C			C																																				C												C	0.00									Y	N	N	NONC		NONC	MOD	nursing program																X		X	X																																						X			X		X		Y		Y
2018	12	6668	USD												N					Y		N		Y		N	N	N	NON	GED	health science programs			C			C																																				C												C	25.00									N	N	N																																																														X	X		X						
2018	12	6669	USD	1074	810		383	691	288	522					N					N		N		N	Y	N	N	Y	GED					C			C			C																											C						C												C	40.00									Y	Y	N	MOD		MOD																		X		X																																							X		X	X		X		Y		Y
2018	12	6670	USD	3606	3606															Y	except for medical laboratory technician, allied health, physical therapy programs	N		N				Y	GED					C			C																																				C												C	20.00									Y	Y	Y	NONC			MOD	medical laboratory technician, physical therapy, surgical tech, phlebotomy programs																X	X	X	X																																						X			X		X				Y
2018	12	6671	USD	6461	4459		2252	4209	1575	2884					N									N	Y	N	N	Y	GED					C			C																																				C												C	0.00									Y	N	N	MOD		MOD	VERY	BSN, Honors College																X		X	X																																		8	31			X					X		N		Y
2018	12	6672																		Y		N		N			N	N	NON					C																																							C																						Y	N	N	NONC		NONC	MOD	health science programs																X	X	X	X																																							X						Y		Y
2018	12	6674	USD												N					Y		N		Y		N	N	N	GED					C	8	31	C																																				C										8	31	C	0.00									Y	N	N	NONC		NONC																		X	X	X	X																																						X					X		Y		Y
2018	12	6675	USD	2661	2661										N					Y	except for nursing/allied health programs, Rouse, STEM, Schoenbrodt Scholars, Silas Craft, early entrance, dual enrollment, and STARTALK, F1 applicants			Y	Y	N	N	Y	NON					C			C																																				C												C	25.00									Y	N	Y	NONC		NONC	MIN	nursing and allied health, honors programs																X	X	X	X																																						X		X					Y		Y
2018	12	6676	USD	1305	768										N					N		N		Y	Y	N	N	N	GED					C			C																																				C												C	0.00									Y	N	N	MOD		MOD																		X		X	X																																		8	1			X		X			X		Y	X	Y
2018	12	6677	USD	15163	7436		4736	10427	2321	5115					N					N		N		Y	Y	Y	N	Y	GED			2	15		4	1	C																																		4	1					11	1		12	20				C	45.00									Y	Y	Y	MOD		MOD																		X		X	X																																						X					X		N		Y
2018	12	6678	USD												N					Y		N		N		N	N		NON	GED	applicants under 18 (LEAP Program)	9	1	C	9	1	C																																		9	1	C										9	1	C	20.00									Y	N	N	NONC																				X	X	X	X																																						X		X		5			N		Y
2018	12	6679	USD																	Y	for individual studies program	N		Y		N	N	Y	GED					C			C																																				C												C	30.00									N	Y	N	MIN		MIN	NONC	individual studies program; very difficult for engineering science program																																																																		
2018	12	6680	USD																	Y		N		N	N	N	N	Y	GED					C			C																																																	25.00										Y																																																																								
