DATASET_YR	REPRJ_ID	INUN_ID	ACAD_YR	CURRENCY_CODE	SCHOL_NB_FED_D	SCHOL_NN_FED_D	SCHOL_NB_STATE_D	SCHOL_NN_STATE_D	SCHOL_NB_EXT_D	SCHOL_NN_EXT_D	SCHOL_NB_INST_D	SCHOL_NN_INST_D	UG_PT_N_N	UG_PT_AP_N	FRSH_FT_ND_N	UG_PT_ND_N	FRSH_FT_NB_GIFT_N	UG_FT_NB_GIFT_N	UG_PT_NB_GIFT_N	FRSH_FT_NB_SH_N	UG_PT_AVG_PKG_D	UG_FT_NB_SH_N	UG_PT_NB_SH_N	FRSH_FT_NN_GIFT_N	UG_FT_NN_GIFT_N	UG_PT_NN_GIFT_N	FRSH_FT_NN_SH_N	UG_FT_NN_SH_N	UG_PT_NN_SH_N	FRSH_FT_ND_MET_N	UG_FT_ND_MET_N	UG_PT_ND_MET_N	UG_PT_ND_MET_P	UG_FT_N_N	FRSH_FT_N	UG_FT_AP_N	INTL_NO	FRSH_FT_AP_N	UG_FT_ND_N	INTL_AVG_D	INTL_RECD_N	INTL_NB	UG_FT_AVG_PKG_D	FRSH_FT_AVG_PKG_D	UG_FT_ND_MET_P	FRSH_FT_ND_MET_P	FORM_DOM_FAFSA	FORM_DOM_CSS	FORM_DOM_STATE	FORM_DOM_INST	FORM_DOM_OTH	FORM_DOM_OTH_T	FORM_DOM_PARENT	FORM_DOM_BUS	FORM_INTL_INST	FORM_INTL_CSS	FORM_INTL_FA_AP	FORM_INTL_CERTIF_FIN	FORM_INTL_OTH	FORM_INTL_OTH_T	AP_DL	AP_DL_NO	AP_DL_MON	AP_DL_DAY	AP_DL_PRIORITY	AP_DL_PRIORITY_MON	AP_DL_PRIORITY_DAY	AP_NOTF_ROLL	AP_NOTF_ROLL_MON	AP_NOTF_ROLL_DAY	AP_NOTIF_DL	AP_NOTF_DL_MON	AP_NOTF_DL_DAY	AP_REPLY_DL_MON	AP_REPLY_DL_DAY	AP_REPLY_DL_WEEK	UG_CLASS_LOAN_P	UG_CLASS_AVG_DEBT_D	LOAN_PERKINS	LOAN_DIRECT_PLUS	LOAN_DIRECT_STAFFORD_SUB	LOAN_DIRECT_STAFFORD_UNSUB	LOAN_NURSING	LOAN_STATE	LOAN_INST	LOAN_OTH	LOAN_OTH_T	LOAN_DIRECT_CONSOL	JOBS_FWS	JOBS_FWS_N	JOBS_FWS_AVG_D	SCHOL_NB	SCHOL_NB_UNCF	SCHOL_NB_NURSING	JOBS_PT	JOBS_PT_N	SCHOL_NB_PELL	SCHOL_NB_SEOG	SCHOL_NN_ROTC	SCHOL_NB_STATE	SCHOL_NB_PRIVATE	SCHOL_NB_INST	SCHOL_NB_OTH	SCHOL_NB_OTH_T	SCHOL_NN	SCHOL_NN_ACAD	SCHOL_NN_ACAD_N	SCHOL_NN_ACAD_D	SCHOL_NN_ART	SCHOL_NN_ART_N	SCHOL_NN_ART_D	SCHOL_NN_ACHV	SCHOL_NN_ACHV_N	SCHOL_NN_ACHV_D	SCHOL_NN_OTH	SCHOL_NN_OTH_T	SCHOL_NN_CHAR	SCHOL_NN_CHAR_N	SCHOL_NN_CHAR_D	SCHOL_NN_ATHL	SCHOL_NN_ATHL_MEN_N	SCHOL_NN_ATHL_MEN_D	SCHOL_NN_ATHL_WMN_N	SCHOL_NN_ATHL_WMN_D	INTL_NN	SH_NB_STUD_LOAN_D	SH_NN_STUD_LOAN_D	SH_NB_FWS_D	SH_NB_STATE_D	SH_NN_STATE_D	SH_NB_TOT_D	SH_NN_TOT_D	SCHOL_NN_ATHL_TOT_N	SCHOL_NN_ATHL_TOT_D	SCHOL_NN_TOT_D	SCHOL_NB_TOT_D	METH_FM	METH_IM	METH_FM_IM	LOAN_FFEL_STAFFORD_SUB	LOAN_FFEL_STAFFORD_UNSUB	LOAN_FFEL_PLUS	LOAN_FFEL_CONSOL	EST_OFF_I	NB_PARENT_D	NN_PARENT_D	NB_WAIVER_D	NN_WAIVER_D	NB_ATHL_D	NN_ATHL_D	FRESH_FT_REC_AID_N	UG_FT_REC_AID_N	UG_PT_REC_AID	FRSH_FT_AVG_NB_GIFT_D	UG_FT_AVG_NB_GIFT_D	UG_PT_AVG_NB_GIFT_D	FRESH_FT_AVG_NB_SH_D	UG_FT_AVG_NB_SH_D	UG_PT_AVG_NB_SH_D	FRESH_FT_AVG_NB_LOAN_D	UG_FT_AVG_NB_LOAN_D	UG_PT_AVG_NB_LOAN_D	FRESH_FT_NN_NONEED_N	UG_FT_NN_NONEED_N	UG_PT_NN_NONEED_N	FRESH_FT_NN_NONEED_D	UG_FT_NN_NONEED_D	UG_PT_NN_NONEED_D	FRESH_FT_NN_ATHL_N	UG_FT_NN_ATHL_N	UG_PT_NN_ATHL_N	FRESH_FT_NN_ATHL_D	UG_FT_NN_ATHL_D	UG_PT_NN_ATHL_D	JOBS_PT_AVG_D	URL_ADDRESS_FA	BCD_T	UG_FT_ND_PLUS_P	UG_FT_NONEED_PLUS_P	EFC_0_MIN_PKG_D	EFC_5000_MIN_PKG_D	EFC_10000_MIN_PKG_D	EFC_MAX_REC_AID_D	METH_FM_IM_GAP_D	INTL_NB_FA_OTH	INTL_NB_FA_OTH_T	INTL_NB_JOBS_PT	INTL_NB_LOAN_INST	INTL_NB_LOAN_NON_INST	INTL_NB_SCHOL_ATHL	INTL_NB_SCHOL_INST	INTL_NB_WAIVER	INTL_NN_FA_OTH	INTL_NN_FA_OTH_T	INTL_NN_JOBS_PT	INTL_NN_LOAN_INST	INTL_NN_LOAN_NON_INST	INTL_NN_SCHOL_ATHL	INTL_NN_SCHOL_INST	INTL_NN_WAIVER	UG_CLASS_LOAN_FED_P	UG_CLASS_AVG_DEBT_FED_D	LOAN_PERKINS_AVG_D	SCHOL_NB_SEOG_AVG_D	LOAN_PERKINS_P	SCHOL_NB_SEOG_P	UG_FT_AVG_NB_GIFT_2YR_D	UG_FT_AVG_NB_GIFT_3YR_D	UG_FT_AVG_NB_GIFT_4YR_D	UG_FT_NN_NONEED_2YR_D	UG_FT_NN_NONEED_3YR_D	UG_FT_NN_NONEED_4YR_D	URL_ADDRESS_SCHOL	UG_CLASS_N	UG_CLASS_LOAN_N	UG_CLASS_LOAN_FED_N	UG_CLASS_LOAN_INST_N	UG_CLASS_LOAN_INST_P	UG_CLASS_AVG_DEBT_INST_D	UG_CLASS_LOAN_STATE_N	UG_CLASS_LOAN_STATE_P	UG_CLASS_AVG_DEBT_STATE_D	UG_CLASS_LOAN_PRIVATE_N	UG_CLASS_LOAN_PRIVATE_P	UG_CLASS_AVG_DEBT_PRIVATE_D
2018	13	8655																																													X		X	X															X	3	2	X	6	1															X				X			X					X	X		X	X	X																																																																										http://www.skylinecollege.edu/financialaid/											X	X	X		X	X			X	X			X														http://www.skylinecollege.edu/financialaid/scholarships.php												
2018	13	8656	2018		11009127.00		7778729.00	686227.00	42100.00	2243301.00	1183095.00	3521311.00			1202		775	3217		1070		4443		536	1418					93	350			7096	1596	6224		1535	4987	3513.00	50	X	9352.00	8777.00	58.00	55.00	X								X										X	5	1	X	12	15							85.00	34300.00	X	X	X	X							X	584	1589.00	X			X	957	X	X		X	X	X																							X	20409393.00	33522051.00	670781.00		1737682.00	21080174.00	35259733.00			6450839.00	20013051.00	X									12114680.00		719858		1124556.00	1195	4911		6230.00	6066.00		3726.00	4610.00		3712.00	4497.00		165	570		2842.00	2713.00								1889	http://www.sru.edu/admissions/financial-aid		19.00	15.00												X				X			X	X		83.00	25864.00	1353.00	284.00	8.00	9.00	5970.00	5820.00	5590.00	2490.00	2870.00	2390.00	http://www.sru.edu/admissions/financial-aid/types-of-aid/scholarships	1088	922	908	0	0.00	0.00	0	0.00	0.00	294	27.00	27688.00
2018	13	8657	2018		3208635.00	60000.00	723359.00		1145905.00	839183.00	65915653.00	3273739.00			372		367	1534		346		1463		18	29					372	1550			2507	638	1802		484	1550	56117.00	154	X	51046.00	50844.00	100.00	100.00	X	X		X	X	student/parent tax returns	X				X	X	X	federal income tax form(s) or proof of income	X		1	25							X	4	1	5	1		58.00	24501.00	X	X	X	X			X				X			X			X		X	X		X	X	X																							X	5385030.00	2571845.00	2563207.00	1188177.00	276460.00	9136414.00	2848305.00			4172922.00	70993552.00			X						2687374.00	561728.00	221280.00	216000			372	1550		48185.00	45819.00		4167.00	5660.00		3023.00	4350.00		68	188		16095.00	16278.00									http://www.smith.edu/sfs/																									52.00	20147.00												599	346	309	46	8.00	12665.00	0	0.00	0.00	37	6.00	41115.00
2018	13	8658																																													X			X															X	4	15	X	6	1						2.00													X	45		X					X	X		X	X	X																																																																																					X	X		X	X	X				X		X	X	X																									
2018	13	8659	2014																																												X			X	X	satisfactory Academic Progress Report			X			X							X	6	1	X	4	1						4.00			X	X	X	X							X			X					X	X		X	X	X																																																																										http://www.snow.edu/finaid/									X	state grants/Loans (UHEA)	X		X		X				X		X	X	X	X													http://www.snow.edu/welcome/admissions/scholarships.html												
2018	13	8661																																													X																		X	3	2				X	7	5			2.00													X	125	2000.00	X			X	30	X	X		X	X	X	X	Board of Governors fee waivers, Bureau of Indian Affairs Grants																																																																							2000																																																		
2018	13	8662	2010																																												X			X															X	3	15				X	7	1			3.00													X			X			X		X	X		X	X	X	X	SCC Endowment Scholarships, John T. Smith Minority Scholarships																																																																								http://www.somerset.kctcs.edu/Costs_and_Financial_Aid.aspx																																					http://legacy.somerset.kctcs.edu/GET_Pay_Scholarships.html												
2018	13	8663																																													X															X									X	7	1											X					X	12	2500.00	X					X	X		X	X	X																																																																										http://www.raritanval.edu/studentserv/finaid/index.html															X								X																										
2018	13	8664	2018		14294984.00	0.00	20835423.00	1919959.00	0.00	1621985.00	0.00	493729.00			1149		807	3320		640		2580		466	1362					46	225			7802	1749	5735		1529	4708	8801.00	108	X	10616.00	10986.00	51.00	54.00	X												X	California Dream Act Application					X	11	30	X	3	1						2.00	59.00	20797.00		X	X	X							X			X			X		X	X		X	X	X																							X	11030434.00	11582045.00	674069.00	0.00	1600000.00	11704503.00	13182045.00			4035673.00	35130407.00	X								0.00	13182045.00	0.00	1633080	0.00	607569.00	1089	4490		10637.00	10045.00		2837.00	3310.00		2562.00	3112.00		7	61		2050.00	2374.00									http://www.sonoma.edu/finaid/		8.00	3.00												X							X	X		59.00	19451.00	2000.00	1143.00	1.00	1.00	10613.00	10342.00	10145.00	2640.00	2406.00	3143.00	http://www.sonoma.edu/scholarship/	746	441	438	0	0.00	0.00	0	0.00	0.00	24	3.00	27165.00
2018	13	8668	2015		10472884.00		995631.00	2013959.00	848771.00	180333.00	57713.00	5577525.00																														X					X		X	X															X	5	1									2.00				X	X	X							X			X			X		X	X		X	X	X																							X	7981440.00	10702119.00	205416.00			8186856.00	10702119.00			7771817.00	12374999.00			X						6052337.00					2715459.00																										http://www.scsu.edu/FinancialAid																			X			X	X	X																									
2018	13	8670																																													X			X																																		X					X								X	X		X		X																																																																																																																											
2018	13	8671																																																																																																																																																																																																																															
2018	13	8672	2017																																												X																		X	7	1														X	X							X	71	3024.00	X			X	80	X	X		X	X	X																																																																									2139	http://www.gatewayct.edu/Offices-Departments/Student-Affairs/Enrollment-Management/Financial-Aid																																					http://www.gatewayct.edu/Offices-Departments/Student-Affairs/Enrollment-Management/Financial-Aid/Types-of-Financial-Assistance/Scholarships												
2018	13	8674	2016		2819695.00	6173.00	184072.00	70800.00	915855.00	268969.00	957125.00	370195.00			254		176	693		210		925		153	411					100	334			2045	497	1812	X	481	1095	0.00	0		14262.00	14379.00	71.00	74.00	X															X						X	4	15						3.00	71.00	32995.00	X	X	X	X							X	148	1718.00	X					X	X		X	X	X					505	368695.00										505	368695.00							9310136.00	2059891.00	254191.00	0.00	0.00	9564327.00	2059891.00			716137.00	4876747.00			X						2612649.00	881042.00		29068	601385.00	503195.00	254	1095		4517.00	4616.00		3335.00	4359.00		2878.00	4106.00		188	405		3544.00	3360.00									http://www.gotomines.com/costs/financial-aid/		21.00	0.00								X		X	X	X				X		X	X	X		69.00	29173.00	2879.00	776.00	10.00	10.00	5039.00	5634.00	5343.00	3507.00	3031.00	3290.00		238	168	165	0			0			33	14.00	22111.00
2018	13	8675	2017		10402840.00		2004438.00		4867607.00		5980576.00																										X										X															X			X	3	15											31131.00	X	X	X	X	X						X			X			X		X	X		X	X	X																								30683031.00	47468484.00	480860.00	14018890.00		45182781.00	47468484.00				23255461.00	X									6494264.00																														http://www3.sdstate.edu/admissions/financing/index.cfm																			X		X	X	X			25985.00											http://www3.sdstate.edu/admissions/financing/index.cfm		1101	1091	0			0			342		23080.00
2018	13	8676																																													X			X												X																											X			X					X	X		X	X	X																																																																																																																											
2018	13	8678																																													X			X												X																											X			X					X	X		X	X	X																																																																																																																											
2018	13	8679																																													X			X												X																											X			X					X	X		X	X	X																																																																																																																											
2018	13	8681																																													X	X								X									X	3	15	X	6	1						2.00			X		X	X							X	90	635.00	X					X	X		X	X																																																																																																																												
2018	13	8682																																													X			X																																															X				X	X																																																																																																																											
2018	13	8683																																								X								X					X																																					X								X	X	X																																																																																																																											
2018	13	8686	2018		10609823.00	1868.00	6908667.00	1388565.00	748203.00	278326.00	20020665.00	4003443.00			876		626	2513		691		2694		875	3291					125	419			4274	1125	3734		1030	3307	15975.00	58		15554.00	15729.00	61.00	60.00	X											X				X			X	2	15	X	3	15				5	1	6.00	91.00	29810.00	X	X	X	X							X	86	2029.00	X					X	X		X	X	X																							X	22113874.00	2146495.00	174527.00			22288401.00	2146495.00			5672202.00	38287358.00	X								13265786.00	2322696.00	1000635.00	313552	2069237.00	837950.00	876	3301		5959.00	6252.00		12110.00	12663.00		3391.00	4107.00		223	822		8444.00	9024.00									https://www.seu.edu/financial/														X	X	X					X				91.00	26787.00											https://www.seu.edu/financial/undergraduate/undergraduate-scholarships-grants/	369	334	334	0			0			42	11.00	24041.00
2018	13	8687																																													X															X			X	7	1	X	3	1																						X					X	X		X	X	X																																																																																																																											
2018	13	8689	2017																																												X															X			X	7	1	X	3	1										X	X	X							X			X					X	X		X	X	X																																																																										http://www.scciowa.edu/futurestud/costaid/index.aspx#																																																	
2018	13	8690	2018																																												X															X						X	3	16						2.00									X	X	alternative loans		X			X			X		X	X		X	X	X																																																																										http://www.sic.edu/financialaid											X		X	X	X	X			X		X	X	X	X													http://www.sic.edu/scholarships												
2018	13	8691	2017		19619408.00	12582.00	3090899.00	16487654.00	14033.00	1131115.00	323998.00	4788699.00			1326		873	3842		785		3723		984	2970					143	531			9020	2011	7264		1793	5636	14752.00	150		9450.00	9407.00			X											X				X			X	5	1	X	4	1						2.00	56.00	20164.00	X	X	X	X			X				X	168	1992.00	X			X	854	X	X		X	X	X																							X	16364521.00	19967382.00	360053.00	0.00	1722632.00	16724574.00	21690014.00			22420050.00	23048338.00	X								0.00	3126214.00	14320.00	7071215	0.00	3078689.00	1326	5636		5016.00	5198.00		3081.00	3828.00		3057.00	3779.00		346	850		1370.00	1561.00								1907	http://www.southeastern.edu/admin/admissions/cost_aid/index.html		6.00	1.00																X			X	X	X	55.00	19660.00	2484.00	940.00	1.00	3.00	5361.00	5458.00	5029.00	4844.00	4729.00	5190.00		1207	675	665	0	0.00	0.00	0	0.00	0.00	44	4.00	12194.00
2018	13	8692	2018		12000000.00		4000000.00	80000.00	950000.00	230000.00	20000000.00	3500000.00			1022		948	3735		901		3756		52	155					334	1458			5753	1319	4884	X	1236	4193				17361.00	17203.00	83.00	81.00	X														X		6	30	X	3	1	X	2	1						3.00	79.00	31992.00		X	X	X	X	X					X	1128	1272.00	X			X		X	X		X	X	X																								28000000.00	13200000.00	1400000.00	0.00	0.00	29400000.00	13200000.00			3810000.00	36950000.00	X								5000000.00	6500000.00					1022	4193		10113.00	10333.00		7478.00	9533.00		6841.00	8707.00		180	560		4387.00	4476.00									http://www.umassd.edu/financialaid/																			X					X	78.00	25808.00											http://www.umassd.edu/financialaid/scholarships	728	595	592	0	0.00		0	0.00		133	18.00	27937.00
2018	13	8693	2017		6061654.00		2608731.00	114000.00		2585154.00		683816.00			351		232	1057		214		962		184	530					41	151			2160	461	1713		407	1530	12502.00	55		11735.00	13097.00	6.00	5.00	X			X					X							X			X	12	1	X	3	1						2.00	61.00	16542.00		X	X	X							X			X			X		X	X		X	X	X																							X	4052804.00	7519023.00	1336969.00			5389773.00	7519023.00			3382970.00	8670385.00	X									562623.00		8815087		1921233.00	342	1469		2075.00	2002.00		1530.00	1880.00		1467.00	2093.00		14	28		609.00	720.00									http://www.se.edu/dept/financial-aid/											X					X			X		X	X	X	X	60.00	16140.00											http://www.se.edu/dept/financial-aid/scholarships/	240	147	145	0	0.00	0.00	0	0.00	0.00	9	4.00	10145.00
2018	13	8695	2017																																												X																		X	3	1	X	3	15						3.00										X	alternative loans		X			X					X	X			X		X	Bureau of Indian Affairs Grants																																																																																			X		X		X						X		X																										
2018	13	8696	2017		13617954.00	421328.00	4863817.00	2215543.00	881855.00	541702.00	8274791.00	7276885.00			1146		1078	4105		703		3284		146	389					195	686			7721	1748	6069		1562	4705	2945.00	406		9234.00	9718.00	59.00	62.00	X											X							X	2	1	X	12	1						3.00	64.00	27991.00	X	X	X	X							X	216	1671.00	X			X	1695	X	X		X	X	X					3420	10242459.00		339	338650.00		1841	4667835.00				1173	3706875.00						X	23182187.00	9754032.00	362570.00	0.00	3738900.00	23544757.00	13492932.00			10455458.00	27638417.00			X						2156318.00	4512566.00	513660.00	968160	1625646.00	1756976.00	1129	4621		7040.00	6269.00		3400.00	4006.00		3463.00	4167.00		460	1482		4649.00	4188.00								2084	http://semo.edu/sfs/index.html		8.00	14.00																X			X	X	X	64.00	26260.00	3802.00	949.00	3.00	2.00	5042.00	5020.00	4638.00	4577.00	4309.00	3840.00	http://semo.edu/sfs/financialaid/scholarships/index.html	1078	687	685							82	8.00	15140.00
2018	13	8697	2017		7738266.00	0.00	263750.00	3290797.00	0.00	2310243.00	0.00	7530037.00			705		490	1595		141		532		584	1567					293	890			2816	846	2547		814	2244	7117.00	81		12305.00	12154.00	56.00	60.00	X		X													X			X	5	1	X	2	1							54.00	22616.00	X	X	X	X							X	548	1716.00	X			X	474	X	X		X	X	X					1247	6681978.00		198	634296.00		68	239259.00				866	2816357.00						X	5774470.00	6935238.00	938910.00	0.00	718638.00	6713380.00	7653876.00			13131077.00	8002016.00	X								0.00	1845123.00	0.00	2536592	0.00	1280789.00	702	2216		4809.00	4705.00		1516.00	1738.00		3081.00	3796.00		123	459		5548.00	5286.00								3015	http://www.saumag.edu/finaid/		9.00	1.00																X			X	X	X	53.00	21885.00	2034.00	1625.00	1.00	1.00	4757.00	4900.00	4445.00	7146.00	6330.00	5818.00		298	160	157	0	0.00	0.00	0	0.00	0.00	15	5.00	12168.00
2018	13	8698	2017																																												X															X						X	3	1						2.00													X			X			X		X	X		X	X	X																																																																										http://www.southark.edu/financial-aid/about-financial-aid																																					http://www.southark.edu/financial-aid/scholarships-at-southark												
2018	13	8699	2013																																												X																		X	6	1	X	5	30																			X			X					X	X		X	X	X																																																																										http://www.sautech.edu/studentResources/financialAid.aspx																	X	Employer Tuition Assistance					X	X													http://www.sautech.edu/studentResources/scholarships.aspx												
2018	13	8701	2017		1015779.00		35000.00	703634.00		357006.00		1200961.00			72		59	210		64		263		56	211									418	113	370		98	285	12867.00	23	X	17498.00	16169.00			X											X				X						X	4	1						2.00	75.00	22747.00		X	X	X							X	169	1580.00	X			X	21	X	X		X	X	X					194	1098711.00		41	41900.00		9	5600.00				53	129585.00						X	966158.00	918431.00	268396.00		49745.00	1234554.00	968176.00			2261601.00	1050779.00	X									506231.00		54440		2281032.00	72	285		4962.00	4856.00		3586.00	4588.00		3074.00	3915.00														1597	http://www.williamsbaptistcollege.com/financial_aid_scholarships.aspx		14.00	6.00											X	X				X			X	X		75.00	22030.00		544.00	0.00	27.00							http://www.williamsbaptistcollege.com/financial_aid_scholarships/first-time_freshmen_scholarships.aspx	63	47	47							5	8.00	6732.00
2018	13	8702	2010		0.00	0.00	0.00	0.00	246431.00	0.00	21225.00	225585.00			19		19	67		8		29		2	15					0	0			366	47	71		19	67	442.00	3	X	1328.00	840.00						X					X						X		8	1													30.00	18258.00							X	X	Non-Title IV loan programs (such as Sallie Mae Smart Option Loans)					X									X	X	X	local church and denominational scholarships, as well as scholarships from various ministries																						976319.00	0.00	0.00	0.00	0.00	976319.00	0.00			225585.00	267656.00		X							0.00	0.00	0.00	0	0.00	0.00	19	67		703.00	1000.00		0.00	0.00		0.00	0.00		0	0		0.00	0.00									http://www.sbts.edu/current-students/financial-aid/		0.00	0.00								X	X			X				X	X					0.00	0.00	0.00	0.00	0.00	0.00							http://www.sbts.edu/current-students/financial-aid/sbts-scholarships/												
2018	13	8703	2018		4103217.00		7869258.00		148522.00	43092.00	19501383.00	1082664.00			405		268	817		346		1090		113	413					405	1310			1511	437	1319		405	1310				14614.00	16513.00			X														X		3	2				X	3	15						3.00	77.00	31614.00	X	X	X	X							X			X					X	X		X	X	X																							X	12968296.00		601311.00			13569607.00				1125756.00	31622380.00	X									4522268.00		37940		1874580.00	405	1310		8003.00	7303.00		1238.00	1242.00					432	1392		8749.00	8075.00									http://www.vanguard.edu/financialaid/																						X	X		77.00	25305.00												233	181	181							29	12.00	39379.00
2018	13	8705	2018		277405.00	0.00	171251.00	0.00	7500.00	3000.00	730547.00	798403.00			9		8	69		7		74		1	1					2	2			121	21	85		9	83	25000.00	10		18445.00	17318.00	30.00	37.00	X			X					X		X	X	X	I-20 form (Certificate of Eligibility for Nonimmigrant Student Status)					X	3	2				X	4	1	10	1	4.00	87.00	39287.00		X	X	X				X	alternative loans		X			X					X	X		X	X	X																							X	1288405.00	13158.00	46597.00	0.00	0.00	1335002.00	13158.00			801403.00	1186703.00	X								916682.00	213896.00	0.00	0	0.00	0.00	9	83		17453.00	17297.00		2320.00	4560.00		2000.00	3930.00		12	38		24479.00	20301.00									http://www.sciarc.edu/apply/tuition.html		40.00	15.00												X	X			X		X				87.00	39287.00	3076514.00	22500.00	0.00	50.00	20000.00	100000.00	78000.00	25000.00	15000.00	10000.00		33	9	9	0	0.00	0.00	0	0.00	0.00	0	0.00	0.00
2018	13	8708	2017		13549826.00	35961.00	2691390.00	839694.00	41900.00	1530568.00	4826361.00	1984215.00			938		610	3036		746		3721		303	953					194	1145			6830	1387	5412	X	1124	4582				14501.00	15069.00	68.00	68.00	X														X		3	9	X	3	5	X	4	11						2.00	75.00	28370.00	X	X	X	X							X	96	4196.00	X			X		X	X		X	X	X																								17421397.00	20862238.00	398609.00		92000.00	17820006.00	20954238.00			4390438.00	21109477.00	X									17075911.00				1580395.00	938	4582		6522.00	6639.00		3496.00	4561.00		3374.00	4359.00		66	210		3877.00	4636.00									http://www.southernct.edu/financialaid/																									75.00	27054.00					5889.00	5659.00	5549.00	5036.00	4896.00	5042.00	http://www.southernct.edu/admissions/undergraduate/financial-aid/scholarships.html	734	550	547									
2018	13	8709	2017		18441578.00	781764.00	12664033.00	26898.00	1324492.00	3541147.00	8237844.00	4329643.00			1085		740	4410		896		5610		476	2269					144	666			9412	1296	7562		1278	6661	18982.00	70	X	15046.00	17101.00	61.00	63.00	X															X			X	4	1	X	3	15							66.00	29637.00	X	X	X	X							X	1382	1291.00	X					X	X		X	X	X																							X	40433631.00	12389665.00	8627590.00			49061221.00	12389665.00			8679452.00	40667947.00	X								2626347.00	5091614.00	13048209.00	4270983	837524.00	1577612.00	1079	6579		8629.00	7904.00		5250.00	6183.00		3384.00	4693.00		104	416		6968.00	6693.00									http://fao.siu.edu/		11.00	1.00								X			X	X	X			X			X	X	X	65.00	25708.00	1805.00	1209.00	12.00	4.00	2422.00	3016.00	2050.00	5944.00	4561.00	4265.00	http://scholarships.siu.edu/	1460	961	949	3	1.00	2500.00				170	12.00	23981.00
2018	13	8710	2016		19587867.00	1290079.00	8281417.00	1144082.00	1399146.00	841940.00	5122904.00	4580556.00			1388		1111	4871		1106		5308		601	2270					595	2442			9956	2074	8167	X	1874	6499				11223.00	11553.00	60.00	64.00	X																		X	3	1	X	3	15						2.00	59.00	22277.00	X	X	X	X	X		X	X	alternative loans		X			X		X	X		X	X		X	X	X																								34315059.00	11126213.00	4579581.00			38894640.00	11126213.00			7856657.00	34391334.00	X								5738647.00	17571994.00	1461622.00	2313787	305960.00	697283.00	1352	6330		8070.00	7760.00		8324.00	9227.00		3523.00	4496.00		78	521		5674.00	5113.00									http://siue.edu/financialaid																								X	58.00	20817.00																							
2018	13	8714	2017																																												X															X						X	4	2										X	X	X		X	X				X			X					X	X		X	X	X																																																																																																																											
2018	13	8715	2018		3958907.00	0.00	2923500.00		1183549.00	1999105.00	58352686.00	53821950.00			488		300	1440		346		1556		374	1366					239	735			6235	1421	2442		729	1981	27296.00	230		44049.00	43715.00	87.00	87.00	X	X					X												X	11	1	X	1	20				5	1		36.00	32468.00	X	X	X	X		X	X				X			X			X		X	X		X	X	X																							X	11084202.00	9997811.00	4678537.00	53039.00	161461.00	15815778.00	10159272.00			55821055.00	66418642.00			X						2973519.00	12507247.00	2187630.00	3549065	5482667.00	10092820.00	486	1963		19090.00	22487.00		6746.00	7432.00		3373.00	4343.00		579	2319		27407.00	25304.00									http://www.smu.edu/financial_aid/																			X			X	X		33.00	19443.00												1185	421	396	50	4.00	5435.00	29	2.00	40134.00	83	7.00	54213.00
2018	13	8717	2018		4186385.00		1183978.00	193275.00	3536611.00	1927879.00	10649558.00	4293254.00			380		365	1380		379		1458		6	22					7	24			2168	558	1704		473	1464	8205.00	79		16298.00	16593.00	68.00	69.00	X											X				X			X	11	30	X	11	1						2.00	70.00	33445.00		X	X	X	X		X				X	801	2500.00	X			X		X	X		X	X	X																							X	9838630.00	1393717.00	2622866.00	0.00	0.00	12461496.00	1393717.00			6414408.00	19556532.00	X								2350234.00	395325.00	0.00	0	0.00	0.00	379	1458		11033.00	10702.00		6087.00	7791.00		4011.00	4660.00		169	575		8593.00	7645.00									http://www.southern.edu/StudentFinance		6.00	4.00																X		X		X	X	68.00	30362.00	3023.00	2474.00	10.00	4.00	11266.00	10458.00	10345.00	8147.00	7286.00	6693.00	https://www.southern.edu/Scholarships	280	195	191	12	4.00	4147.00				30	11.00	22432.00
2018	13	8722	2018		8189933.00	10522.00	2040640.00	150635.00			1529141.00	417078.00			470		300	1584		331		1596		70	312					54	253			3376	726	2712		662	2162	13169.00	23	X	10995.00	8651.00	88.00	88.00																X			X	3	1	X	12	1							72.00	23603.00	X	X	X	X							X			X					X	X		X	X	X																							X	14097188.00	859682.00	355655.00			14452843.00	859682.00			578235.00	11759714.00	X								1767054.00	5403284.00	1405449.00	1820868	224279.00	162206.00	445	2065		6401.00	6661.00		6097.00	7678.00		5867.00	7488.00		0	0		0.00	0.00									http://www.sou.edu/enrollment/financial-aid/index.html															X	X							X	X	69.00	23654.00											http://www.sou.edu/enrollment/financial-aid/scholarships/index.html	298	215	207	0	0.00	0.00	0	0.00	0.00	33	11.00	5431.00
